PRACTICE_ID,ORG_NPI,TOT_3PRD_PHYS,COMMON_SPEC_OVERALL1,SING_SPEC_FLAG,SING_SPEC_TYPE,PCP_SPEC_FOCUS_FLAG,COMMON_SPEC_PCP1,COMMON_SPEC_PCP2,COMMON_SPEC_PCP3,COMMON_SPEC_PCP4,COMMON_SPEC_PCP5,MED_SPEC_FLAG,COMMON_SPEC_MED1,COMMON_SPEC_MED2,COMMON_SPEC_MED3,COMMON_SPEC_MED4,COMMON_SPEC_MED5,SURG_SPEC_FLAG,COMMON_SPEC_SURG1,COMMON_SPEC_SURG2,COMMON_SPEC_SURG3,COMMON_SPEC_SURG4,COMMON_SPEC_SURG5,OBGYN_SPEC_FLAG,PSYCH_SPEC_FLAG,OTHR_SPEC_FLAG,STATE,ZIP_CD
6558,1760425862,198,Family practice,0,,1,Family practice,Internal medicine,General practice,,,1,Neurology,Cardiology,Interventional cardiology,Endocrinology,Gastroenterology,1,Orthopedic surgery,Neurosurgery,Otolaryngology,Thoracic surgery,Sports medicine,1,1,1,CA,90745
2975,1740482686,1,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93611
23790,1033285820,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,90004
17518,1073970687,2,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,92069
4457,1376778530,3,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,92111
838,1730392788,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,92117
14812,1649404211,14,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95991
420,1790893857,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91767
18758,1205320868,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,95122
8829,1982629564,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,92262
23925,1609937374,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93109
9227,1881760312,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92832
21423,1407339468,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,94801
20475,1942737648,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,92866
4512,1649254426,1,Otolaryngology,1,Otolaryngology,0,,,,,,0,,,,,,1,Otolaryngology,,,,,0,0,0,CA,96001
9591,1225314107,2,Nephrology,0,,1,Family practice,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,90723
15008,1003896648,6,Internal medicine,0,,1,Internal medicine,,,,,1,Pulmonary disease,Endocrinology,,,,0,,,,,,0,0,0,CA,95630
14791,1346399433,3,Ophthalmology,0,,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,95531
11245,1679645600,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92704
4438,1972004489,6,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92677
18725,1952880437,32,Internal medicine,0,,1,Internal medicine,Family practice,,,,0,,,,,,0,,,,,,0,0,0,CA,94538
13152,1952482747,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,95207
11143,1831518109,1,Neurosurgery,1,Neurosurgery,0,,,,,,0,,,,,,1,Neurosurgery,,,,,0,0,0,CA,95008
21867,1033155213,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,94133
395,1013961598,1,Podiatry,1,Podiatry,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92009
26686,1578739306,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,90026
14446,1821308149,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,95618
16838,1952661837,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95066
17832,1831642099,1,Plastic and reconstructive surgery,1,Plastic and reconstructive surgery,0,,,,,,0,,,,,,1,Plastic and reconstructive surgery,,,,,0,0,0,CA,93720
24097,1669492591,3,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,92346
5864,1679772982,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,95020
21287,1588601041,2,Psychiatry,0,,1,Family practice,,,,,0,,,,,,0,,,,,,0,1,0,CA,93905
18298,1578081089,2,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92083
23566,1275800401,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,92807
13956,1942606744,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91352
22519,1205994548,5,Psychiatry,0,,1,Family practice,,,,,0,,,,,,0,,,,,,0,1,0,CA,95948
14118,1427281666,1,Radiation oncology,1,Radiation oncology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92780
22970,1003000563,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,95816
14060,1063479665,1,Osteopathic manipulative therapy,1,Osteopathic manipulative therapy,1,Osteopathic manipulative therapy,,,,,0,,,,,,0,,,,,,0,0,0,CA,94117
19746,1467772426,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,95825
18974,1902390537,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,94705
17514,1811354624,1,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,94609
17860,1114370863,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91007
10562,1366871758,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,91307
12215,1801272224,2,Internal medicine,0,,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,94601
13019,1417110487,1,Podiatry,1,Podiatry,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92562
1143,1902896236,3,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92130
17004,1669575585,49,Cardiology,0,,1,Internal medicine,,,,,1,Cardiology,Interventional cardiology,Cardiac Electrophysiology,Pulmonary disease,Sleep medicine,0,,,,,,0,0,0,CA,94040
16845,1689773103,5,Family practice,0,,1,Family practice,Internal medicine,,,,0,,,,,,0,,,,,,0,0,0,CA,93105
15580,1083883938,3,General surgery,0,,0,,,,,,0,,,,,,1,General surgery,Plastic and reconstructive surgery,,,,0,0,0,CA,95240
18756,1669575585,1,Cardiology,1,Cardiology,0,,,,,,1,Cardiology,,,,,0,,,,,,0,0,0,CA,95124
3075,1437116142,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,92663
13361,1295987899,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,93105
5474,1093012494,1,Maxillofacial surgery,1,Maxillofacial surgery,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92653
18562,1811409097,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,92660
1190,1649347337,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93010
24688,1588642516,1,Cardiology,1,Cardiology,0,,,,,,1,Cardiology,,,,,0,,,,,,0,0,0,CA,91344
13228,1851440036,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90057
27298,1780877613,2,Optometrist,0,,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91731
12359,1922578822,22,Urology,0,,0,,,,,,1,Cardiology,Neurology,Hematology/oncology,,,1,Urology,Orthopedic surgery,Neurosurgery,Otolaryngology,General surgery,0,0,0,CA,93306
22569,1043386659,21,Psychiatry,0,,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,95811
9615,1689943946,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,90048
13087,1952452799,1,Colorectal surgery (formerly proctology),1,Colorectal surgery (formerly proctology),0,,,,,,0,,,,,,1,Colorectal surgery (formerly proctology),,,,,0,0,0,CA,90211
22644,1922093533,6,Family practice,0,,1,Family practice,Internal medicine,,,,0,,,,,,0,,,,,,0,0,0,CA,95128
3940,1962420752,1,Pediatric medicine,1,Pediatric medicine,1,Pediatric medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,93003
20904,1952394959,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95361
9865,1225302540,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,94022
26706,1437247616,1,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,90503
21370,1356421408,1,Cardiology,1,Cardiology,0,,,,,,1,Cardiology,,,,,0,,,,,,0,0,0,CA,94118
15331,1295729382,2,General practice,0,,1,General practice,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,95409
5984,1114339207,2,Preventive medicine,0,,1,Preventive medicine,Internal medicine,,,,0,,,,,,0,,,,,,0,0,0,CA,92503
25082,1255510558,1,Plastic and reconstructive surgery,1,Plastic and reconstructive surgery,0,,,,,,0,,,,,,1,Plastic and reconstructive surgery,,,,,0,0,0,CA,90020
24430,1710186085,1,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,92660
17190,1265572085,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95076
16962,1548308489,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93433
10673,1568865962,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,95661
26204,1023039815,1,Otolaryngology,1,Otolaryngology,0,,,,,,0,,,,,,1,Otolaryngology,,,,,0,0,0,CA,90250
25708,1306073994,1,Gastroenterology,1,Gastroenterology,0,,,,,,1,Gastroenterology,,,,,0,,,,,,0,0,0,CA,90057
4848,1285121723,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95121
8712,1366557928,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93720
13172,1073572814,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92683
16911,1457544082,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93420
27238,1235142993,25,Internal medicine,0,,1,Internal medicine,Family practice,Pediatric medicine,General practice,,1,Endocrinology,,,,,0,,,,,,1,0,0,CA,90007
1327,1093048084,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91403
2859,1225170434,3,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91106
2883,1568508877,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,95032
11919,1578958450,20,Internal medicine,0,,1,Internal medicine,General practice,Family practice,,,0,,,,,,0,,,,,,0,0,0,CA,92324
512,1861508335,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,94706
2685,1396863973,1,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,92069
19410,1598326076,1,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,90712
25915,1336281179,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,90048
24047,1922062074,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,92704
24489,1538345160,1,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,90022
2897,1477733822,3,Optometrist,0,,1,Family practice,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,90041
15485,1144207671,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,95482
26120,1245443605,1,Urology,1,Urology,0,,,,,,0,,,,,,1,Urology,,,,,0,0,0,CA,91007
12574,1649718016,1,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92201
11438,1225685332,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92395
10611,1952747438,1,Rheumatology,1,Rheumatology,0,,,,,,1,Rheumatology,,,,,0,,,,,,0,0,0,CA,91754
17749,1265889331,1,Physical medicine and rehabilitation,1,Physical medicine and rehabilitation,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90401
26375,1427246701,1,Pulmonary disease,1,Pulmonary disease,0,,,,,,1,Pulmonary disease,,,,,0,,,,,,0,0,0,CA,91505
16886,1104810738,1,Pulmonary disease,1,Pulmonary disease,0,,,,,,1,Pulmonary disease,,,,,0,,,,,,0,0,0,CA,93105
9992,1194743054,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95125
11016,1386047660,1,Plastic and reconstructive surgery,1,Plastic and reconstructive surgery,0,,,,,,0,,,,,,1,Plastic and reconstructive surgery,,,,,0,0,0,CA,92118
18864,1811486616,7,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95370
21347,1366898538,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,94563
26160,1497878177,1,Pulmonary disease,1,Pulmonary disease,0,,,,,,1,Pulmonary disease,,,,,0,,,,,,0,0,0,CA,90048
13892,1780877613,1,Emergency medicine,1,Emergency medicine,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91754
12059,1528448214,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,92660
11291,1801985874,2,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,95065
23597,1457486433,3,Hematology/oncology,1,Hematology/oncology,0,,,,,,1,Hematology/oncology,,,,,0,,,,,,0,0,0,CA,92056
15034,1215917810,10,Internal medicine,0,,1,Internal medicine,Family practice,,,,1,Gastroenterology,Cardiology,,,,0,,,,,,0,0,0,CA,95610
14149,1942221593,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90660
6290,1982658142,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92123
21131,1609975366,11,Ophthalmology,0,,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,95336
2697,1992889240,6,Ophthalmology,0,,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,94609
24055,1982906426,1,Gastroenterology,1,Gastroenterology,0,,,,,,1,Gastroenterology,,,,,0,,,,,,0,0,0,CA,91950
377,1083836787,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,94566
12822,1538191408,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,96001
14206,1578545406,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90505
2264,1295830974,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92808
7197,1477685436,1,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,90720
3350,1700076411,1,Podiatry,1,Podiatry,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92121
6082,1023011632,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,93274
1395,1326375213,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91780
1859,1568587236,1,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,90606
21169,1679645121,3,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,96028
5165,1982895108,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,94904
22487,1548379373,2,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,94107
15418,1265453872,3,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,95377
26468,1962457812,24,Diagnostic radiology,0,,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93611
666,1467533737,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,95350
25564,1801975966,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91307
19527,1932106853,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,92363
4521,1013339860,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91776
21600,1962413708,1,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,94539
10515,1841631785,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93720
5598,1750541660,1,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,92683
25701,1487932554,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90640
9900,1831465814,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,94578
25053,1740299114,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90211
11750,1861991234,4,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,94598
12351,1437641727,5,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90048
6000,1538260617,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92651
6933,1083625578,1,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,92801
23334,1508801069,3,Family practice,0,,1,Family practice,Internal medicine,,,,0,,,,,,0,,,,,,0,0,0,CA,91977
11897,1851774806,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,92407
20999,1396971651,5,Emergency medicine,0,,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91911
12130,1437601879,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91786
27036,1952629263,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,90045
18309,1063942993,1,Neurosurgery,1,Neurosurgery,0,,,,,,0,,,,,,1,Neurosurgery,,,,,0,0,0,CA,92243
8263,1760665665,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,92346
6129,1962483537,1,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,91436
16018,1427194802,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,92562
7923,1275576522,12,Family practice,0,,1,Family practice,Internal medicine,General practice,Hospice and Palliative Care,,0,,,,,,0,,,,,,0,0,0,CA,92127
10195,1114308343,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93021
18494,1205346061,2,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,96161
23407,1366463572,1,Radiation oncology,1,Radiation oncology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93105
1480,1154474757,1,Infectious disease,1,Infectious disease,0,,,,,,1,Infectious disease,,,,,0,,,,,,0,0,0,CA,92881
19900,1982888624,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,93291
15967,1316004526,1,Otolaryngology,1,Otolaryngology,0,,,,,,0,,,,,,1,Otolaryngology,,,,,0,0,0,CA,92108
22696,1306934252,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,94538
8915,1316291164,5,Diagnostic radiology,0,,1,Pediatric medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,93311
18168,1366431348,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,94545
17167,1790889228,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,93065
18700,1174094064,7,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,93309
12239,1144690850,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91748
17368,1972827483,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,91505
24030,1487795423,1,Emergency medicine,1,Emergency medicine,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93013
13116,1639141005,1,Interventional Pain Management (IPM),1,Interventional Pain Management (IPM),0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95128
16149,1609915768,1,Endocrinology,1,Endocrinology,0,,,,,,1,Endocrinology,,,,,0,,,,,,0,0,0,CA,93065
3097,1821001629,1,Interventional Pain Management (IPM),1,Interventional Pain Management (IPM),0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92395
3272,1407863764,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,90012
3169,1063591584,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,90023
8866,1881642056,1,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92831
12665,1356494041,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91754
25191,1598933665,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,90046
26501,1831201078,27,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91101
23582,1124104369,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,90210
12523,1568478436,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91602
13587,1912081670,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91101
18796,1659858025,15,Hospitalist,0,,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,94109
22823,1225060742,1,Urology,1,Urology,0,,,,,,0,,,,,,1,Urology,,,,,0,0,0,CA,93003
229,1386788925,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93455
21551,1851527287,1,Pulmonary disease,1,Pulmonary disease,0,,,,,,1,Pulmonary disease,,,,,0,,,,,,0,0,0,CA,94118
3250,1649372673,51,Neurology,0,,0,,,,,,1,Neurology,,,,,1,Otolaryngology,,,,,0,0,0,CA,92103
12916,1982791562,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,90027
23472,1104974369,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,90018
26068,1437287380,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90211
27368,1336209220,3,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,92110
24017,1306149083,1,Pulmonary disease,1,Pulmonary disease,0,,,,,,1,Pulmonary disease,,,,,0,,,,,,0,0,0,CA,90250
23115,1073795498,1,Vascular surgery,1,Vascular surgery,0,,,,,,0,,,,,,1,Vascular surgery,,,,,0,0,0,CA,90813
26500,1447283924,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91344
6955,1649217761,20,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,91730
9816,1417294232,2,General practice,0,,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,94040
5538,1912290503,3,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,90266
22091,1457385379,3,Hematology/oncology,0,,0,,,,,,1,Hematology/oncology,Medical oncology,,,,0,,,,,,0,0,0,CA,94115
1776,1760484240,1,Endocrinology,1,Endocrinology,0,,,,,,1,Endocrinology,,,,,0,,,,,,0,0,0,CA,95128
13981,1871668301,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,93215
8473,1497840656,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90301
3613,1528033701,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,92780
7972,1215065115,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,92253
25152,1437100864,10,Urology,0,,0,,,,,,0,,,,,,1,Urology,,,,,0,0,0,CA,90277
26608,1609839067,4,Gynecologist/oncologist,1,Gynecologist/oncologist,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,90095
9269,1144505801,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,90006
23499,1194084798,1,Thoracic surgery,1,Thoracic surgery,0,,,,,,0,,,,,,1,Thoracic surgery,,,,,0,0,0,CA,92677
12881,1760472997,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93654
909,1528078425,1,Unknown physician specialty,1,Unknown physician specialty,0,,,,,,0,,,,,,0,,,,,,0,0,1,CA,90262
11972,1801272398,1,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,91436
14318,1831203652,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,94587
10444,1033421730,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90067
27433,1023507506,1,Pathology,1,Pathology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92118
22042,1619436128,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,95032
