PRACTICE_ID,ORG_NPI,TOT_3PRD_PHYS,COMMON_SPEC_OVERALL1,SING_SPEC_FLAG,SING_SPEC_TYPE,PCP_SPEC_FOCUS_FLAG,COMMON_SPEC_PCP1,COMMON_SPEC_PCP2,COMMON_SPEC_PCP3,COMMON_SPEC_PCP4,COMMON_SPEC_PCP5,MED_SPEC_FLAG,COMMON_SPEC_MED1,COMMON_SPEC_MED2,COMMON_SPEC_MED3,COMMON_SPEC_MED4,COMMON_SPEC_MED5,SURG_SPEC_FLAG,COMMON_SPEC_SURG1,COMMON_SPEC_SURG2,COMMON_SPEC_SURG3,COMMON_SPEC_SURG4,COMMON_SPEC_SURG5,OBGYN_SPEC_FLAG,PSYCH_SPEC_FLAG,OTHR_SPEC_FLAG,STATE,ZIP_CD
25298,1023384864,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90640
7000,1841200748,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,92262
7167,1306342472,1,Cardiology,1,Cardiology,0,,,,,,1,Cardiology,,,,,0,,,,,,0,0,0,CA,92843
16434,1356479877,12,Internal medicine,0,,1,Internal medicine,Family practice,,,,0,,,,,,0,,,,,,0,0,0,CA,93728
4632,1225285810,1,Sleep medicine,1,Sleep medicine,0,,,,,,1,Sleep medicine,,,,,0,,,,,,0,0,0,CA,93940
20974,1326346438,5,Emergency medicine,1,Emergency medicine,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92501
25486,1174554927,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91773
20842,1982781159,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,94103
4006,1538301064,1,Vascular surgery,1,Vascular surgery,0,,,,,,0,,,,,,1,Vascular surgery,,,,,0,0,0,CA,95608
10925,1801227913,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,90017
21833,1629042437,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,94402
24721,1942471842,1,Allergy/immunology,1,Allergy/immunology,0,,,,,,1,Allergy/immunology,,,,,0,,,,,,0,0,0,CA,91740
13613,1295779197,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,95630
21832,1629042437,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,94401
25613,1962464529,2,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91767
775,1801307368,3,Family practice,0,,1,Family practice,Internal medicine,,,,0,,,,,,0,,,,,,0,0,0,CA,91763
19396,1548656358,1,Physical medicine and rehabilitation,1,Physical medicine and rehabilitation,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93309
3449,1114222155,2,Gastroenterology,0,,0,,,,,,1,Gastroenterology,Allergy/immunology,,,,0,,,,,,0,0,0,CA,92071
19844,1720168909,4,Gastroenterology,1,Gastroenterology,0,,,,,,1,Gastroenterology,,,,,0,,,,,,0,0,0,CA,93105
5871,1275523169,18,Diagnostic radiology,0,,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93635
19522,1700154168,1,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,93940
19897,1659609964,1,Cardiology,1,Cardiology,0,,,,,,1,Cardiology,,,,,0,,,,,,0,0,0,CA,95476
26294,1285810994,2,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,91105
3317,1275653222,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92833
20341,1457306839,34,Diagnostic radiology,0,,0,,,,,,1,Neurology,Cardiology,,,,1,Vascular surgery,,,,,0,0,0,CA,94114
2198,1386605327,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91405
3936,1316120603,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90025
9270,1144505801,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,92315
20078,1013950807,202,Family practice,0,,1,Family practice,Internal medicine,Hospice and Palliative Care,Pediatric medicine,Geriatric medicine,1,Dermatology,Neurology,Nephrology,Interventional cardiology,Gastroenterology,1,Otolaryngology,Urology,General surgery,Plastic and reconstructive surgery,Orthopedic surgery,1,1,0,CA,95076
6649,1780799403,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90505
21341,1902093610,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95747
19328,1558820555,3,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93230
24644,1205862000,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,92025
15963,1033142278,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,91767
15007,1902812670,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,95608
15070,1174618748,2,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,95826
24699,1255645909,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,90212
8421,1144536228,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91607
24567,1578771614,1,Oral surgery (dentists only),1,Oral surgery (dentists only),0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92648
18985,1992283675,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,90242
26169,1962476028,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,90806
9359,1013269539,2,Allergy/immunology,1,Allergy/immunology,0,,,,,,1,Allergy/immunology,,,,,0,,,,,,0,0,0,CA,92108
16174,1790890457,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,91361
17009,1679641716,1,Podiatry,1,Podiatry,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93561
3703,1295924470,16,Emergency medicine,0,,1,Family practice,Internal medicine,,,,0,,,,,,0,,,,,,0,0,0,CA,95482
24306,1801924733,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90048
7683,1235138363,4,Obstetrics/gynecology,0,,1,Internal medicine,Family practice,,,,0,,,,,,0,,,,,,1,0,0,CA,92503
4474,1770808883,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,92227
22203,1124446158,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,94602
8343,1245340231,4,Rheumatology,0,,1,Internal medicine,,,,,1,Rheumatology,,,,,0,,,,,,0,0,0,CA,90623
24334,1164425054,2,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,92025
965,1417054321,1,Osteopathic manipulative therapy,1,Osteopathic manipulative therapy,1,Osteopathic manipulative therapy,,,,,0,,,,,,0,,,,,,0,0,0,CA,94598
11597,1528462033,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90025
26609,1083643837,2,Internal medicine,0,,1,Internal medicine,Family practice,,,,0,,,,,,0,,,,,,0,0,0,CA,90044
14769,1659320984,65,Anesthesiology,0,,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95405
4769,1740410182,5,Dermatology,0,,0,,,,,,1,Dermatology,,,,,1,Plastic and reconstructive surgery,,,,,0,0,0,CA,92404
15143,1518498815,1,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,95823
4442,1972004489,9,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,94111
23773,1841476686,2,General practice,0,,1,General practice,Family practice,,,,0,,,,,,0,,,,,,0,0,0,CA,93206
10413,1770917064,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93710
24799,1861424418,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91325
5387,1083928501,9,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90813
13834,1982649331,1,Gastroenterology,1,Gastroenterology,0,,,,,,1,Gastroenterology,,,,,0,,,,,,0,0,0,CA,93291
12083,1346395704,1,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,93940
27449,1265599633,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,90212
5093,1841220621,1,Allergy/immunology,1,Allergy/immunology,0,,,,,,1,Allergy/immunology,,,,,0,,,,,,0,0,0,CA,90211
780,1932255148,2,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92691
18877,1447740832,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,95661
26,1336443548,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90806
21346,1366530099,1,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,94904
23241,1992739148,3,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91105
12833,1962444059,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,96161
13356,1609882851,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90605
18354,1184154957,1,Osteopathic manipulative therapy,1,Osteopathic manipulative therapy,1,Osteopathic manipulative therapy,,,,,0,,,,,,0,,,,,,0,0,0,CA,92118
15515,1003948340,4,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,95350
6907,1891859674,27,Diagnostic radiology,0,,0,,,,,,1,Neurology,Cardiology,,,,0,,,,,,0,0,0,CA,92123
17935,1386174837,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90046
18684,1215437249,2,Pain Management,0,,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95403
6108,1023273356,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92025
3415,1770788754,1,Neurosurgery,1,Neurosurgery,0,,,,,,0,,,,,,1,Neurosurgery,,,,,0,0,0,CA,92691
14911,1255618500,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95403
11694,1063800258,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,94583
24741,1477730166,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,90015
10524,1528401783,4,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,92506
23109,1235336181,4,Hematology/oncology,1,Hematology/oncology,0,,,,,,1,Hematology/oncology,,,,,0,,,,,,0,0,0,CA,90806
18568,1235642588,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,95240
12895,1164840724,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,93257
18904,1427169937,1,Plastic and reconstructive surgery,1,Plastic and reconstructive surgery,0,,,,,,0,,,,,,1,Plastic and reconstructive surgery,,,,,0,0,0,CA,94558
14432,1225271125,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91763
5097,1093038127,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93654
13622,1104847532,1,Endocrinology,1,Endocrinology,0,,,,,,1,Endocrinology,,,,,0,,,,,,0,0,0,CA,94115
11167,1538571864,3,Cardiology,1,Cardiology,0,,,,,,1,Cardiology,,,,,0,,,,,,0,0,0,CA,91942
10589,1922414101,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,92501
4808,1124351788,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,92708
8389,1942347612,1,Pain Management,1,Pain Management,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91754
11306,1992113161,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91301
23859,1740392810,2,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,93514
25497,1609986975,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,90605
4266,1962653162,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,91007
4019,1376719666,21,Diagnostic radiology,0,,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92270
17341,1609178961,1,Plastic and reconstructive surgery,1,Plastic and reconstructive surgery,0,,,,,,0,,,,,,1,Plastic and reconstructive surgery,,,,,0,0,0,CA,91761
24792,1265426928,4,Pathology,1,Pathology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91723
13669,1255499323,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,94401
9564,1366711236,11,Thoracic surgery,0,,0,,,,,,1,Adult Congenital Heart Disease,,,,,1,Thoracic surgery,Cardiac surgery,General surgery,,,0,0,1,CA,91786
24878,1881633287,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,91401
4833,1184880247,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91210
417,1073581070,1,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,94070
20054,1003267196,3,Neurology,0,,0,,,,,,1,Neurology,Nephrology,,,,0,,,,,,0,0,0,CA,94062
4976,1528398773,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92806
1871,1184663965,16,Critical care (intensivists),0,,1,Internal medicine,,,,,1,Pulmonary disease,,,,,1,General surgery,,,,,0,0,0,CA,93534
18553,1366942666,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91506
1266,1750406146,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95540
5023,1568787851,1,Endocrinology,1,Endocrinology,0,,,,,,1,Endocrinology,,,,,0,,,,,,0,0,0,CA,90806
7313,1275581894,21,Internal medicine,0,,1,Internal medicine,Family practice,,,,1,Nephrology,Cardiology,Advanced heart failure and transplan cardiology,Pulmonary disease,Gastroenterology,1,General surgery,,,,,0,0,0,CA,92227
18084,1437488715,8,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,95823
13125,1578742888,1,Rheumatology,1,Rheumatology,0,,,,,,1,Rheumatology,,,,,0,,,,,,0,0,0,CA,95148
11696,1023409927,2,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95219
18267,1760904593,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,95648
24504,1013947712,2,Infectious disease,1,Infectious disease,0,,,,,,1,Infectious disease,,,,,0,,,,,,0,0,0,CA,91203
7759,1942521877,1,Physical medicine and rehabilitation,1,Physical medicine and rehabilitation,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92506
3394,1538432729,1,Neurosurgery,1,Neurosurgery,0,,,,,,0,,,,,,1,Neurosurgery,,,,,0,0,0,CA,90404
12335,1902806847,1,Emergency medicine,1,Emergency medicine,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95945
22866,1588901532,2,Emergency medicine,1,Emergency medicine,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90710
5785,1861783599,1,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,92211
7255,1821429838,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,90805
15021,1144200775,26,Internal medicine,0,,1,Internal medicine,Family practice,Pediatric medicine,,,1,Neurology,Rheumatology,Endocrinology,Dermatology,Cardiology,1,Orthopedic surgery,,,,,1,0,0,CA,95661
4217,1750528170,3,Hospitalist,0,,1,Internal medicine,Family practice,,,,0,,,,,,0,,,,,,0,0,0,CA,92672
7459,1205821758,2,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,92311
25453,1326102112,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,90404
3108,1306864343,2,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,94920
24713,1174794846,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,90623
7684,1235138363,3,Obstetrics/gynecology,0,,1,Internal medicine,Family practice,,,,0,,,,,,0,,,,,,1,0,0,CA,92507
19090,1750865358,1,Pain Management,1,Pain Management,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95630
8963,1962562363,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,90731
10138,1891711289,4,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93105
12662,1134492895,1,Infectious disease,1,Infectious disease,0,,,,,,1,Infectious disease,,,,,0,,,,,,0,0,0,CA,91307
5751,1124311675,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90275
22100,1265527592,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,95202
22700,1285818112,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,94143
23265,1710970728,5,Ophthalmology,1,Ophthalmology,0,,,,,,0,,,,,,1,Ophthalmology,,,,,0,0,0,CA,90807
22964,1861451858,20,Diagnostic radiology,0,,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92503
24550,1285738567,1,Otolaryngology,1,Otolaryngology,0,,,,,,0,,,,,,1,Otolaryngology,,,,,0,0,0,CA,91402
11135,1003389107,1,Otolaryngology,1,Otolaryngology,0,,,,,,0,,,,,,1,Otolaryngology,,,,,0,0,0,CA,90033
23516,1720362056,3,Internal medicine,0,,1,Internal medicine,Hospice and Palliative Care,Family practice,,,0,,,,,,0,,,,,,0,0,0,CA,93036
20945,1154480069,1,Emergency medicine,1,Emergency medicine,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,91345
5773,1386911006,10,Gastroenterology,0,,1,Internal medicine,,,,,1,Gastroenterology,,,,,0,,,,,,0,0,0,CA,94015
26813,1538294103,1,Hospice and Palliative Care,1,Hospice and Palliative Care,1,Hospice and Palliative Care,,,,,0,,,,,,0,,,,,,0,0,0,CA,91307
6338,1093873788,2,General practice,0,,1,General practice,Family practice,,,,0,,,,,,0,,,,,,0,0,0,CA,92707
25336,1548322217,1,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,90503
16611,1184732901,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,95128
6317,1184742025,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,91754
21643,1346313269,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,94115
4847,1588012124,2,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,92503
18536,1639689615,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91401
5905,1174659064,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91711
21052,1649226077,23,Emergency medicine,1,Emergency medicine,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93906
13765,1326110644,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,93301
27393,1508075805,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,92363
19833,1285140970,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93906
21587,1255403531,1,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,93940
26118,1093891863,2,Allergy/immunology,1,Allergy/immunology,0,,,,,,1,Allergy/immunology,,,,,0,,,,,,0,0,0,CA,90404
19235,1861959280,2,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95762
8495,1679536411,1,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92010
24429,1326246653,1,Anesthesiology,1,Anesthesiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92704
272,1023351889,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,90036
17450,1063486025,2,Hematology/oncology,1,Hematology/oncology,0,,,,,,1,Hematology/oncology,,,,,0,,,,,,0,0,0,CA,93291
11126,1457756280,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,94928
807,1356411904,1,Neurology,1,Neurology,0,,,,,,1,Neurology,,,,,0,,,,,,0,0,0,CA,90275
14880,1710035035,2,Plastic and reconstructive surgery,1,Plastic and reconstructive surgery,0,,,,,,0,,,,,,1,Plastic and reconstructive surgery,,,,,0,0,0,CA,96001
23436,1407817448,6,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,92103
10236,1053751941,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92592
24029,1609884741,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91406
18916,1598214173,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,94102
17068,1982652780,1,Urology,1,Urology,0,,,,,,0,,,,,,1,Urology,,,,,0,0,0,CA,93105
1316,1083801393,1,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,92835
11757,1922495787,1,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92831
18297,1124544986,2,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91325
22059,1003969254,1,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,94501
16061,1366550576,1,Cardiology,1,Cardiology,0,,,,,,1,Cardiology,,,,,0,,,,,,0,0,0,CA,93010
11527,1003852815,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,91786
2953,1639524309,16,Anesthesiology,0,,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,95050
16235,1609890573,1,Internal medicine,1,Internal medicine,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,93720
10201,1366783649,1,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,90813
26885,1992981971,1,Nephrology,1,Nephrology,0,,,,,,1,Nephrology,,,,,0,,,,,,0,0,0,CA,90036
19034,1265917595,1,Orthopedic surgery,1,Orthopedic surgery,0,,,,,,0,,,,,,1,Orthopedic surgery,,,,,0,0,0,CA,90211
18032,1891232096,7,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92604
25360,1053305797,4,Pathology,1,Pathology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93065
15714,1538243977,1,Medical oncology,1,Medical oncology,0,,,,,,1,Medical oncology,,,,,0,,,,,,0,0,0,CA,92801
20834,1447270921,1,Urology,1,Urology,0,,,,,,0,,,,,,1,Urology,,,,,0,0,0,CA,95340
13662,1376632547,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,91355
23527,1811969884,3,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90221
10454,1760850317,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,90210
25323,1144241779,1,General practice,1,General practice,1,General practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,90025
17477,1215387469,2,Optometrist,1,Optometrist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,93306
15547,1538223839,1,Physical medicine and rehabilitation,1,Physical medicine and rehabilitation,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,90814
22491,1588606206,6,Family practice,0,,1,Family practice,,,,,0,,,,,,0,,,,,,0,1,0,CA,94110
1170,1669554325,1,Occupational therapist,1,Occupational therapist,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,92264
20470,1811258288,1,Psychiatry,1,Psychiatry,0,,,,,,0,,,,,,0,,,,,,0,1,0,CA,90650
8754,1801931217,1,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,95618
17772,1881161040,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,93291
6979,1447587050,5,Hematology/oncology,0,,0,,,,,,1,Hematology/oncology,Hematology,,,,0,,,,,,0,0,0,CA,91204
3937,1316120603,4,Internal medicine,0,,1,Internal medicine,,,,,1,Endocrinology,,,,,0,,,,,,0,0,0,CA,90210
7723,1336267293,3,Dermatology,1,Dermatology,0,,,,,,1,Dermatology,,,,,0,,,,,,0,0,0,CA,92037
6636,1184704868,1,Family practice,1,Family practice,1,Family practice,,,,,0,,,,,,0,,,,,,0,0,0,CA,92124
16599,1427089150,3,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,93230
2229,1912947110,2,Pain Management,0,,1,Internal medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,92605
1731,1740299833,1,Pediatric medicine,1,Pediatric medicine,1,Pediatric medicine,,,,,0,,,,,,0,,,,,,0,0,0,CA,91755
20350,1679516785,10,Diagnostic radiology,1,Diagnostic radiology,0,,,,,,0,,,,,,0,,,,,,0,0,0,CA,94062
21614,1215948997,1,General surgery,1,General surgery,0,,,,,,0,,,,,,1,General surgery,,,,,0,0,0,CA,94538
14969,1639168594,12,Obstetrics/gynecology,1,Obstetrics/gynecology,0,,,,,,0,,,,,,0,,,,,,1,0,0,CA,95817
